fighter_a_name,fighter_b_name,winner_name,fight_date,method,round,event_name
Rhys McKee,Daniel Frunza,Rhys McKee,2025-04-05,TKO - Doctor's Stoppage,1,UFC Fight Night: Emmett vs. Murphy
Loma Lookboonmee,Istela Nunes,Loma Lookboonmee,2025-04-05,Decision - Unanimous,3,UFC Fight Night: Emmett vs. Murphy
Martin Buday,Uran Satybaldiev,Martin Buday,2025-04-05,Decision - Unanimous,3,UFC Fight Night: Emmett vs. Murphy
Victor Henry,Pedro Falcao,Victor Henry,2025-04-05,Decision - Unanimous,3,UFC Fight Night: Emmett vs. Murphy
Vanessa Demopoulos,Talita Alencar,Talita Alencar,2025-04-05,Decision - Unanimous,3,UFC Fight Night: Emmett vs. Murphy
Alexander Volkanovski,Diego Lopes,Alexander Volkanovski,2025-04-12,Decision - Unanimous,5,UFC 314: Volkanovski vs. Lopes
Michael Chandler,Paddy Pimblett,Paddy Pimblett,2025-04-12,KO/TKO,3,UFC 314: Volkanovski vs. Lopes
Yair Rodriguez,Patricio Freire,Yair Rodriguez,2025-04-12,Decision - Unanimous,3,UFC 314: Volkanovski vs. Lopes
Bryce Mitchell,Jean Silva,Jean Silva,2025-04-12,Submission,2,UFC 314: Volkanovski vs. Lopes
Nikita Krylov,Dominick Reyes,Dominick Reyes,2025-04-12,KO/TKO,1,UFC 314: Volkanovski vs. Lopes
Dan Ige,Sean Woodson,Dan Ige,2025-04-12,KO/TKO,3,UFC 314: Volkanovski vs. Lopes
Darren Elkins,Julian Erosa,Julian Erosa,2025-04-12,KO/TKO,1,UFC 314: Volkanovski vs. Lopes
Yan Xiaonan,Virna Jandiroba,Virna Jandiroba,2025-04-12,Decision - Unanimous,3,UFC 314: Volkanovski vs. Lopes
Sedriques Dumas,Michal Oleksiejczuk,Michal Oleksiejczuk,2025-04-12,KO/TKO,1,UFC 314: Volkanovski vs. Lopes
Jim Miller,Chase Hooper,Chase Hooper,2025-04-12,Decision - Unanimous,3,UFC 314: Volkanovski vs. Lopes
Sumudaerji,Mitch Raposo,Sumudaerji,2025-04-12,Decision - Split,3,UFC 314: Volkanovski vs. Lopes
Tresean Gore,Marco Tulio,Marco Tulio,2025-04-12,KO/TKO,2,UFC 314: Volkanovski vs. Lopes
Nora Cornolle,Hailey Cowan,Nora Cornolle,2025-04-12,Submission,2,UFC 314: Volkanovski vs. Lopes
Jan Blachowicz,Carlos Ulberg,Carlos Ulberg,2025-03-22,Decision - Unanimous,3,UFC Fight Night: Edwards vs. Brady
Gunnar Nelson,Kevin Holland,Kevin Holland,2025-03-22,Decision - Unanimous,3,UFC Fight Night: Edwards vs. Brady
Leon Edwards,Sean Brady,Sean Brady,2025-03-22,Submission,4,UFC Fight Night: Edwards vs. Brady
Molly McCann,Alexia Thainara,Alexia Thainara,2025-03-22,Submission,1,UFC Fight Night: Edwards vs. Brady
Jordan Vucenic,Chris Duncan,Chris Duncan,2025-03-22,Submission,2,UFC Fight Night: Edwards vs. Brady
Nathaniel Wood,Morgan Charriere,Nathaniel Wood,2025-03-22,Decision - Unanimous,3,UFC Fight Night: Edwards vs. Brady
Lone'er Kavanagh,Felipe dos Santos,Lone'er Kavanagh,2025-03-22,Decision - Unanimous,3,UFC Fight Night: Edwards vs. Brady
Jai Herbert,Chris Padilla,Chris Padilla,2025-03-22,Decision - Split,3,UFC Fight Night: Edwards vs. Brady
Marcin Tybura,Mick Parkin,Marcin Tybura,2025-03-22,Decision - Unanimous,3,UFC Fight Night: Edwards vs. Brady
Christian Leroy Duncan,Andrey Pulyaev,Christian Leroy Duncan,2025-03-22,Decision - Unanimous,3,UFC Fight Night: Edwards vs. Brady
Shauna Bannon,Puja Tomar,Shauna Bannon,2025-03-22,Submission,2,UFC Fight Night: Edwards vs. Brady
Nathan Fletcher,Caolan Loughran,Caolan Loughran,2025-03-22,Decision - Split,3,UFC Fight Night: Edwards vs. Brady
Marvin Vettori,Roman Dolidze,Roman Dolidze,2025-03-15,Decision - Unanimous,5,UFC Fight Night: Vettori vs. Dolidze 2
Guram Kutateladze,Kaue Fernandes,Kaue Fernandes,2025-03-22,Decision - Unanimous,3,UFC Fight Night: Edwards vs. Brady
Chidi Njokuani,Elizeu Zaleski dos Santos,Chidi Njokuani,2025-03-15,KO/TKO,2,UFC Fight Night: Vettori vs. Dolidze 2
Alexander Hernandez,Kurt Holobaugh,Alexander Hernandez,2025-03-15,Decision - Unanimous,3,UFC Fight Night: Vettori vs. Dolidze 2
Da'Mon Blackshear,Cody Gibson,Da'Mon Blackshear,2025-03-15,Submission,2,UFC Fight Night: Vettori vs. Dolidze 2
Diyar Nurgozhay,Brendson Ribeiro,Brendson Ribeiro,2025-03-15,Submission,2,UFC Fight Night: Vettori vs. Dolidze 2
SeungWoo Choi,Kevin Vallejos,Kevin Vallejos,2025-03-15,KO/TKO,1,UFC Fight Night: Vettori vs. Dolidze 2
Waldo Cortes-Acosta,Ryan Spann,Waldo Cortes-Acosta,2025-03-15,KO/TKO,2,UFC Fight Night: Vettori vs. Dolidze 2
Stephanie Luciano,Sam Hughes,Sam Hughes,2025-03-15,Decision - Split,3,UFC Fight Night: Vettori vs. Dolidze 2
SuYoung You,AJ Cunningham,SuYoung You,2025-03-15,Decision - Unanimous,3,UFC Fight Night: Vettori vs. Dolidze 2
Carlos Vera,Josias Musasa,Carlos Vera,2025-03-15,Submission,1,UFC Fight Night: Vettori vs. Dolidze 2
Josiane Nunes,Priscila Cachoeira,Priscila Cachoeira,2025-03-15,KO/TKO,1,UFC Fight Night: Vettori vs. Dolidze 2
Daniel Barez,Andre Lima,Andre Lima,2025-03-15,Submission,3,UFC Fight Night: Vettori vs. Dolidze 2
Yuneisy Duben,Carli Judice,Carli Judice,2025-03-15,KO/TKO,1,UFC Fight Night: Vettori vs. Dolidze 2
Manuel Torres,Drew Dober,Manuel Torres,2025-03-29,KO/TKO,1,UFC Fight Night: Moreno vs. Erceg
Brandon Moreno,Steve Erceg,Brandon Moreno,2025-03-29,Decision - Unanimous,5,UFC Fight Night: Moreno vs. Erceg
Edgar Chairez,CJ Vergara,Edgar Chairez,2025-03-29,Submission,1,UFC Fight Night: Moreno vs. Erceg
Raul Rosas Jr.,Vince Morales,Raul Rosas Jr.,2025-03-29,Decision - Unanimous,3,UFC Fight Night: Moreno vs. Erceg
David Martinez,Saimon Oliveira,David Martinez,2025-03-29,KO/TKO,1,UFC Fight Night: Moreno vs. Erceg
Ronaldo Rodriguez,Kevin Borjas,Kevin Borjas,2025-03-29,Decision - Unanimous,3,UFC Fight Night: Moreno vs. Erceg
Christian Rodriguez,Melquizael Costa,Melquizael Costa,2025-03-29,Decision - Unanimous,3,UFC Fight Night: Moreno vs. Erceg
Jose Medina,Ateba Gautier,Ateba Gautier,2025-03-29,KO/TKO,1,UFC Fight Night: Moreno vs. Erceg
Loopy Godinez,Julia Polastri,Loopy Godinez,2025-03-29,Decision - Unanimous,3,UFC Fight Night: Moreno vs. Erceg
MarQuel Mederos,Austin Hubbard,MarQuel Mederos,2025-03-29,Decision - Split,3,UFC Fight Night: Moreno vs. Erceg
Jamall Emmers,Gabriel Miranda,Jamall Emmers,2025-03-29,KO/TKO,1,UFC Fight Night: Moreno vs. Erceg
Rafa Garcia,Vinc Pichel,Rafa Garcia,2025-03-29,Decision - Unanimous,3,UFC Fight Night: Moreno vs. Erceg
Justin Gaethje,Rafael Fiziev,Justin Gaethje,2025-03-08,Decision - Unanimous,3,UFC 313: Pereira vs. Ankalaev
Jalin Turner,Ignacio Bahamondes,Ignacio Bahamondes,2025-03-08,Submission,1,UFC 313: Pereira vs. Ankalaev
Amanda Lemos,Iasmin Lucindo,Amanda Lemos,2025-03-08,Decision - Unanimous,3,UFC 313: Pereira vs. Ankalaev
Alex Pereira,Magomed Ankalaev,Magomed Ankalaev,2025-03-08,Decision - Unanimous,5,UFC 313: Pereira vs. Ankalaev
King Green,Mauricio Ruffy,Mauricio Ruffy,2025-03-08,KO/TKO,1,UFC 313: Pereira vs. Ankalaev
Joshua Van,Rei Tsuruya,Joshua Van,2025-03-08,Decision - Unanimous,3,UFC 313: Pereira vs. Ankalaev
Brunno Ferreira,Armen Petrosyan,Brunno Ferreira,2025-03-08,Submission,2,UFC 313: Pereira vs. Ankalaev
Alex Morono,Carlos Leal,Carlos Leal,2025-03-08,KO/TKO,1,UFC 313: Pereira vs. Ankalaev
Mairon Santos,Francis Marshall,Mairon Santos,2025-03-08,Decision - Split,3,UFC 313: Pereira vs. Ankalaev
Djorden Santos,Ozzy Diaz,Ozzy Diaz,2025-03-08,Decision - Unanimous,3,UFC 313: Pereira vs. Ankalaev
Cody Brundage,Julian Marquez,Cody Brundage,2025-03-01,KO/TKO,1,UFC Fight Night: Kape vs. Almabayev
Manel Kape,Asu Almabayev,Manel Kape,2025-03-01,KO/TKO,3,UFC Fight Night: Kape vs. Almabayev
Hyder Amil,William Gomis,Hyder Amil,2025-03-01,Decision - Split,3,UFC Fight Night: Kape vs. Almabayev
Nasrat Haqparast,Esteban Ribovics,Nasrat Haqparast,2025-03-01,Decision - Split,3,UFC Fight Night: Kape vs. Almabayev
Danny Barlow,Sam Patterson,Sam Patterson,2025-03-01,KO/TKO,1,UFC Fight Night: Kape vs. Almabayev
Austen Lane,Mario Pinto,Mario Pinto,2025-03-01,KO/TKO,2,UFC Fight Night: Kape vs. Almabayev
Danny Silva,Lucas Almeida,Danny Silva,2025-03-01,Decision - Split,3,UFC Fight Night: Kape vs. Almabayev
Ricardo Ramos,Chepe Mariscal,Chepe Mariscal,2025-03-01,Decision - Unanimous,3,UFC Fight Night: Kape vs. Almabayev
Charles Johnson,Ramazan Temirov,Ramazan Temirov,2025-03-01,Decision - Unanimous,3,UFC Fight Night: Kape vs. Almabayev
Andrea Lee,JJ Aldrich,JJ Aldrich,2025-03-01,Decision - Unanimous,3,UFC Fight Night: Kape vs. Almabayev
Henry Cejudo,Song Yadong,Song Yadong,2025-02-22,Decision - Unanimous,3,UFC Fight Night: Cejudo vs. Song
Brendan Allen,Anthony Hernandez,Anthony Hernandez,2025-02-22,Decision - Unanimous,3,UFC Fight Night: Cejudo vs. Song
Rob Font,Jean Matsumoto,Rob Font,2025-02-22,Decision - Split,3,UFC Fight Night: Cejudo vs. Song
Jean Silva,Melsik Baghdasaryan,Jean Silva,2025-02-22,KO/TKO,1,UFC Fight Night: Cejudo vs. Song
Alonzo Menifield,Julius Walker,Alonzo Menifield,2025-02-22,Decision - Split,3,UFC Fight Night: Cejudo vs. Song
Ion Cutelaba,Ibo Aslan,Ion Cutelaba,2025-02-22,Submission,1,UFC Fight Night: Cejudo vs. Song
Andre Fili,Melquizael Costa,Melquizael Costa,2025-02-22,Submission,1,UFC Fight Night: Cejudo vs. Song
Mansur Abdul-Malik,Nick Klein,Mansur Abdul-Malik,2025-02-22,KO/TKO,2,UFC Fight Night: Cejudo vs. Song
Ricky Simon,Javid Basharat,Ricky Simon,2025-02-22,KO/TKO,1,UFC Fight Night: Cejudo vs. Song
Nikolay Veretennikov,Austin Vanderford,Austin Vanderford,2025-02-22,KO/TKO,2,UFC Fight Night: Cejudo vs. Song
Nursulton Ruziboev,Eric McConico,Nursulton Ruziboev,2025-02-22,KO/TKO,2,UFC Fight Night: Cejudo vs. Song
Modestas Bukauskas,Rafael Cerqueira,Modestas Bukauskas,2025-02-22,KO/TKO,1,UFC Fight Night: Cejudo vs. Song
Jared Cannonier,Gregory Rodrigues,Jared Cannonier,2025-02-15,KO/TKO,4,UFC Fight Night: Cannonier vs. Rodrigues
Calvin Kattar,Youssef Zalal,Youssef Zalal,2025-02-15,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Rodrigues
Rodolfo Vieira,Andre Petroski,Andre Petroski,2025-02-15,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Rodrigues
Edmen Shahbazyan,Dylan Budka,Edmen Shahbazyan,2025-02-15,KO/TKO,1,UFC Fight Night: Cannonier vs. Rodrigues
Ismael Bonfim,Nazim Sadykhov,Nazim Sadykhov,2025-02-15,TKO - Doctor's Stoppage,1,UFC Fight Night: Cannonier vs. Rodrigues
Angela Hill,Ketlen Souza,Angela Hill,2025-02-15,Decision - Split,3,UFC Fight Night: Cannonier vs. Rodrigues
Connor Matthews,Jose Delgado,Jose Delgado,2025-02-15,KO/TKO,1,UFC Fight Night: Cannonier vs. Rodrigues
Rafael Estevam,Jesus Aguilar,Rafael Estevam,2025-02-15,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Rodrigues
Gabriel Bonfim,Khaos Williams,Gabriel Bonfim,2025-02-15,Submission,2,UFC Fight Night: Cannonier vs. Rodrigues
Vince Morales,Elijah Smith,Elijah Smith,2025-02-15,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Rodrigues
Don'Tale Mayes,Valter Walker,Valter Walker,2025-02-15,Submission,1,UFC Fight Night: Cannonier vs. Rodrigues
Julia Avila,Jacqueline Cavalcanti,Jacqueline Cavalcanti,2025-02-15,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Rodrigues
Dricus Du Plessis,Sean Strickland,Dricus Du Plessis,2025-02-08,Decision - Unanimous,5,UFC 312: Du Plessis vs. Strickland 2
Zhang Weili,Tatiana Suarez,Zhang Weili,2025-02-08,Decision - Unanimous,5,UFC 312: Du Plessis vs. Strickland 2
Justin Tafa,Tallison Teixeira,Tallison Teixeira,2025-02-08,KO/TKO,1,UFC 312: Du Plessis vs. Strickland 2
Jake Matthews,Francisco Prado,Jake Matthews,2025-02-08,Decision - Unanimous,3,UFC 312: Du Plessis vs. Strickland 2
Tom Nolan,Viacheslav Borshchev,Tom Nolan,2025-02-08,Decision - Unanimous,3,UFC 312: Du Plessis vs. Strickland 2
Jack Jenkins,Gabriel Santos,Gabriel Santos,2025-02-08,Submission,3,UFC 312: Du Plessis vs. Strickland 2
Wang Cong,Bruna Brasil,Wang Cong,2025-02-08,Decision - Unanimous,3,UFC 312: Du Plessis vs. Strickland 2
Colby Thicknesse,Aleksandre Topuria,Aleksandre Topuria,2025-02-08,Decision - Unanimous,3,UFC 312: Du Plessis vs. Strickland 2
Rongzhu,Kody Steele,Rongzhu,2025-02-08,Decision - Unanimous,3,UFC 312: Du Plessis vs. Strickland 2
Jonathan Micallef,Kevin Jousset,Jonathan Micallef,2025-02-08,Decision - Unanimous,3,UFC 312: Du Plessis vs. Strickland 2
Quillan Salkilld,Anshul Jubli,Quillan Salkilld,2025-02-08,KO/TKO,1,UFC 312: Du Plessis vs. Strickland 2
Israel Adesanya,Nassourdine Imavov,Nassourdine Imavov,2025-02-01,KO/TKO,2,UFC Fight Night: Adesanya vs. Imavov
Shara Magomedov,Michael Page,Michael Page,2025-02-01,Decision - Unanimous,3,UFC Fight Night: Adesanya vs. Imavov
Said Nurmagomedov,Vinicius Oliveira,Vinicius Oliveira,2025-02-01,Decision - Unanimous,3,UFC Fight Night: Adesanya vs. Imavov
Fares Ziam,Mike Davis,Fares Ziam,2025-02-01,Decision - Unanimous,3,UFC Fight Night: Adesanya vs. Imavov
Muhammad Naimov,Kaan Ofli,Muhammad Naimov,2025-02-01,Decision - Unanimous,3,UFC Fight Night: Adesanya vs. Imavov
Sergei Pavlovich,Jairzinho Rozenstruik,Sergei Pavlovich,2025-02-01,Decision - Unanimous,3,UFC Fight Night: Adesanya vs. Imavov
Shamil Gaziev,Thomas Petersen,Shamil Gaziev,2025-02-01,KO/TKO,1,UFC Fight Night: Adesanya vs. Imavov
Terrance McKinney,Damir Hadzovic,Terrance McKinney,2025-02-01,KO/TKO,1,UFC Fight Night: Adesanya vs. Imavov
Jasmine Jasudavicius,Mayra Bueno Silva,Jasmine Jasudavicius,2025-02-01,Decision - Unanimous,3,UFC Fight Night: Adesanya vs. Imavov
Bogdan Grad,Lucas Alexander,Bogdan Grad,2025-02-01,KO/TKO,2,UFC Fight Night: Adesanya vs. Imavov
Hamdy Abdelwahab,Jamal Pogues,Hamdy Abdelwahab,2025-02-01,Decision - Split,3,UFC Fight Night: Adesanya vs. Imavov
Islam Makhachev,Renato Moicano,Islam Makhachev,2025-01-18,Submission,1,UFC 311: Makhachev vs. Moicano
Merab Dvalishvili,Umar Nurmagomedov,Merab Dvalishvili,2025-01-18,Decision - Unanimous,5,UFC 311: Makhachev vs. Moicano
Jiri Prochazka,Jamahal Hill,Jiri Prochazka,2025-01-18,KO/TKO,3,UFC 311: Makhachev vs. Moicano
Kevin Holland,Reinier de Ridder,Reinier de Ridder,2025-01-18,Submission,1,UFC 311: Makhachev vs. Moicano
Jailton Almeida,Serghei Spivac,Jailton Almeida,2025-01-18,KO/TKO,1,UFC 311: Makhachev vs. Moicano
Payton Talbott,Raoni Barcelos,Raoni Barcelos,2025-01-18,Decision - Unanimous,3,UFC 311: Makhachev vs. Moicano
Bogdan Guskov,Billy Elekana,Bogdan Guskov,2025-01-18,Submission,2,UFC 311: Makhachev vs. Moicano
Zachary Reese,Azamat Bekoev,Azamat Bekoev,2025-01-18,KO/TKO,1,UFC 311: Makhachev vs. Moicano
Grant Dawson,Diego Ferreira,Grant Dawson,2025-01-18,Decision - Unanimous,3,UFC 311: Makhachev vs. Moicano
Karol Rosa,Ailin Perez,Ailin Perez,2025-01-18,Decision - Unanimous,3,UFC 311: Makhachev vs. Moicano
Rinya Nakamura,Muin Gafurov,Muin Gafurov,2025-01-18,Decision - Unanimous,3,UFC 311: Makhachev vs. Moicano
Tagir Ulanbekov,Clayton Carpenter,Tagir Ulanbekov,2025-01-18,Decision - Unanimous,3,UFC 311: Makhachev vs. Moicano
Mackenzie Dern,Amanda Ribas,Mackenzie Dern,2025-01-11,Submission,3,UFC Fight Night: Dern vs. Ribas 2
Ricky Turcios,Benardo Sopaj,Benardo Sopaj,2025-01-18,Decision - Unanimous,3,UFC 311: Makhachev vs. Moicano
Santiago Ponzinibbio,Carlston Harris,Santiago Ponzinibbio,2025-01-11,KO/TKO,3,UFC Fight Night: Dern vs. Ribas 2
Chris Curtis,Roman Kopylov,Roman Kopylov,2025-01-11,KO/TKO,3,UFC Fight Night: Dern vs. Ribas 2
Cesar Almeida,Abdul Razak Alhassan,Cesar Almeida,2025-01-11,KO/TKO,1,UFC Fight Night: Dern vs. Ribas 2
Christian Rodriguez,Austin Bashi,Christian Rodriguez,2025-01-11,Decision - Unanimous,3,UFC Fight Night: Dern vs. Ribas 2
Punahele Soriano,Uros Medic,Punahele Soriano,2025-01-11,KO/TKO,1,UFC Fight Night: Dern vs. Ribas 2
Marco Tulio,Ihor Potieria,Marco Tulio,2025-01-11,KO/TKO,1,UFC Fight Night: Dern vs. Ribas 2
Jose Johnson,Felipe Bunes,Felipe Bunes,2025-01-11,Submission,1,UFC Fight Night: Dern vs. Ribas 2
Thiago Moises,Trey Ogden,Thiago Moises,2025-01-11,Decision - Unanimous,3,UFC Fight Night: Dern vs. Ribas 2
Preston Parsons,Jacobe Smith,Jacobe Smith,2025-01-11,KO/TKO,1,UFC Fight Night: Dern vs. Ribas 2
Ernesta Kareckaite,Nicolle Caliari,Ernesta Kareckaite,2025-01-11,Decision - Split,3,UFC Fight Night: Dern vs. Ribas 2
Magomed Gadzhiyasulov,Bruno Lopes,Bruno Lopes,2025-01-11,Decision - Unanimous,3,UFC Fight Night: Dern vs. Ribas 2
Fatima Kline,Viktoriia Dudakova,Fatima Kline,2025-01-11,KO/TKO,2,UFC Fight Night: Dern vs. Ribas 2
Nurullo Aliev,Joe Solecki,Nurullo Aliev,2025-01-11,Decision - Unanimous,3,UFC Fight Night: Dern vs. Ribas 2
Colby Covington,Joaquin Buckley,Joaquin Buckley,2024-12-14,TKO - Doctor's Stoppage,3,UFC Fight Night: Covington vs. Buckley
Cub Swanson,Billy Quarantillo,Cub Swanson,2024-12-14,KO/TKO,3,UFC Fight Night: Covington vs. Buckley
Vitor Petrino,Dustin Jacoby,Dustin Jacoby,2024-12-14,KO/TKO,3,UFC Fight Night: Covington vs. Buckley
Manel Kape,Bruno Silva,Manel Kape,2024-12-14,KO/TKO,3,UFC Fight Night: Covington vs. Buckley
Navajo Stirling,Tuco Tokkos,Navajo Stirling,2024-12-14,Decision - Unanimous,3,UFC Fight Night: Covington vs. Buckley
Adrian Yanez,Daniel Marcos,Daniel Marcos,2024-12-14,Decision - Split,3,UFC Fight Night: Covington vs. Buckley
Michael Johnson,Ottman Azaitar,Michael Johnson,2024-12-14,KO/TKO,2,UFC Fight Night: Covington vs. Buckley
Sean Woodson,Fernando Padilla,Sean Woodson,2024-12-14,KO/TKO,1,UFC Fight Night: Covington vs. Buckley
Joel Alvarez,Drakkar Klose,Joel Alvarez,2024-12-14,KO/TKO,1,UFC Fight Night: Covington vs. Buckley
Miles Johns,Felipe Lima,Felipe Lima,2024-12-14,Decision - Unanimous,3,UFC Fight Night: Covington vs. Buckley
Miranda Maverick,Jamey-Lyn Horth,Miranda Maverick,2024-12-14,Decision - Unanimous,3,UFC Fight Night: Covington vs. Buckley
Josefine Knutsson,Piera Rodriguez,Piera Rodriguez,2024-12-14,Decision - Unanimous,3,UFC Fight Night: Covington vs. Buckley
Davey Grant,Ramon Taveras,Davey Grant,2024-12-14,Decision - Unanimous,3,UFC Fight Night: Covington vs. Buckley
Yan Xiaonan,Tabatha Ricci,Yan Xiaonan,2024-11-23,Decision - Unanimous,3,UFC Fight Night: Yan vs. Figueiredo
Petr Yan,Deiveson Figueiredo,Petr Yan,2024-11-23,Decision - Unanimous,5,UFC Fight Night: Yan vs. Figueiredo
Song Kenan,Muslim Salikhov,Muslim Salikhov,2024-11-23,KO/TKO,1,UFC Fight Night: Yan vs. Figueiredo
Wang Cong,Gabriella Fernandes,Gabriella Fernandes,2024-11-23,Submission,2,UFC Fight Night: Yan vs. Figueiredo
Zhang Mingyang,Ozzy Diaz,Zhang Mingyang,2024-11-23,KO/TKO,1,UFC Fight Night: Yan vs. Figueiredo
Volkan Oezdemir,Carlos Ulberg,Carlos Ulberg,2024-11-23,Decision - Unanimous,3,UFC Fight Night: Yan vs. Figueiredo
Baergeng Jieleyisi,SuYoung You,SuYoung You,2024-11-23,Decision - Unanimous,3,UFC Fight Night: Yan vs. Figueiredo
Kiru Sahota,DongHun Choi,DongHun Choi,2024-11-23,KO/TKO,1,UFC Fight Night: Yan vs. Figueiredo
Shi Ming,Feng Xiaocan,Shi Ming,2024-11-23,KO/TKO,3,UFC Fight Night: Yan vs. Figueiredo
Nyamjargal Tumendemberel,Carlos Hernandez,Carlos Hernandez,2024-11-23,Decision - Split,3,UFC Fight Night: Yan vs. Figueiredo
Lone'er Kavanagh,Jose Ochoa,Lone'er Kavanagh,2024-11-23,Decision - Unanimous,3,UFC Fight Night: Yan vs. Figueiredo
Maheshate,Nikolas Motta,Nikolas Motta,2024-11-23,Decision - Unanimous,3,UFC Fight Night: Yan vs. Figueiredo
Alexandre Pantoja,Kai Asakura,Alexandre Pantoja,2024-12-07,Submission,2,UFC 310: Pantoja vs. Asakura
Ciryl Gane,Alexander Volkov,Ciryl Gane,2024-12-07,Decision - Split,3,UFC 310: Pantoja vs. Asakura
Xiao Long,Quang Le,Xiao Long,2024-11-23,KO/TKO,3,UFC Fight Night: Yan vs. Figueiredo
Shavkat Rakhmonov,Ian Machado Garry,Shavkat Rakhmonov,2024-12-07,Decision - Unanimous,5,UFC 310: Pantoja vs. Asakura
Nate Landwehr,Dooho Choi,Dooho Choi,2024-12-07,KO/TKO,3,UFC 310: Pantoja vs. Asakura
Bryce Mitchell,Kron Gracie,Bryce Mitchell,2024-12-07,KO/TKO,3,UFC 310: Pantoja vs. Asakura
Dominick Reyes,Anthony Smith,Dominick Reyes,2024-12-07,KO/TKO,2,UFC 310: Pantoja vs. Asakura
Vicente Luque,Themba Gorimbo,Vicente Luque,2024-12-07,Submission,1,UFC 310: Pantoja vs. Asakura
Movsar Evloev,Aljamain Sterling,Movsar Evloev,2024-12-07,Decision - Unanimous,3,UFC 310: Pantoja vs. Asakura
Randy Brown,Bryan Battle,Bryan Battle,2024-12-07,Decision - Split,3,UFC 310: Pantoja vs. Asakura
Cody Durden,Joshua Van,Joshua Van,2024-12-07,Decision - Unanimous,3,UFC 310: Pantoja vs. Asakura
Michael Chiesa,Max Griffin,Michael Chiesa,2024-12-07,Submission,3,UFC 310: Pantoja vs. Asakura
Chris Weidman,Eryk Anders,Eryk Anders,2024-12-07,KO/TKO,2,UFC 310: Pantoja vs. Asakura
Kennedy Nzechukwu,Lukasz Brzeski,Kennedy Nzechukwu,2024-12-07,KO/TKO,1,UFC 310: Pantoja vs. Asakura
Clay Guida,Chase Hooper,Chase Hooper,2024-12-07,Submission,1,UFC 310: Pantoja vs. Asakura
Jon Jones,Stipe Miocic,Jon Jones,2024-11-16,KO/TKO,3,UFC 309: Jones vs. Miocic
Bo Nickal,Paul Craig,Bo Nickal,2024-11-16,Decision - Unanimous,3,UFC 309: Jones vs. Miocic
Charles Oliveira,Michael Chandler,Charles Oliveira,2024-11-16,Decision - Unanimous,5,UFC 309: Jones vs. Miocic
Viviane Araujo,Karine Silva,Viviane Araujo,2024-11-16,Decision - Unanimous,3,UFC 309: Jones vs. Miocic
Mauricio Ruffy,James Llontop,Mauricio Ruffy,2024-11-16,Decision - Unanimous,3,UFC 309: Jones vs. Miocic
Jonathan Martinez,Marcus McGhee,Marcus McGhee,2024-11-16,Decision - Unanimous,3,UFC 309: Jones vs. Miocic
David Onama,Roberto Romero,David Onama,2024-11-16,Decision - Unanimous,3,UFC 309: Jones vs. Miocic
Jim Miller,Damon Jackson,Jim Miller,2024-11-16,Submission,1,UFC 309: Jones vs. Miocic
Marcin Tybura,Jhonata Diniz,Marcin Tybura,2024-11-16,TKO - Doctor's Stoppage,2,UFC 309: Jones vs. Miocic
Mickey Gall,Ramiz Brahimaj,Ramiz Brahimaj,2024-11-16,KO/TKO,1,UFC 309: Jones vs. Miocic
Bassil Hafez,Oban Elliott,Oban Elliott,2024-11-16,KO/TKO,3,UFC 309: Jones vs. Miocic
Veronica Hardy,Eduarda Moura,Eduarda Moura,2024-11-16,Decision - Unanimous,3,UFC 309: Jones vs. Miocic
Gaston Bolanos,Cortavious Romious,Gaston Bolanos,2024-11-09,Decision - Unanimous,3,UFC Fight Night: Magny vs. Prates
Neil Magny,Carlos Prates,Carlos Prates,2024-11-09,KO/TKO,1,UFC Fight Night: Magny vs. Prates
Gerald Meerschaert,Reinier de Ridder,Reinier de Ridder,2024-11-09,Submission,3,UFC Fight Night: Magny vs. Prates
Luana Pinheiro,Gillian Robertson,Gillian Robertson,2024-11-09,Decision - Unanimous,3,UFC Fight Night: Magny vs. Prates
Mansur Abdul-Malik,Dusko Todorovic,Mansur Abdul-Malik,2024-11-09,KO/TKO,1,UFC Fight Night: Magny vs. Prates
Karolina Kowalkiewicz,Denise Gomes,Denise Gomes,2024-11-09,Decision - Unanimous,3,UFC Fight Night: Magny vs. Prates
Elizeu Zaleski dos Santos,Zachary Scroggin,Elizeu Zaleski dos Santos,2024-11-09,KO/TKO,1,UFC Fight Night: Magny vs. Prates
Matthew Semelsberger,Charles Radtke,Charles Radtke,2024-11-09,KO/TKO,1,UFC Fight Night: Magny vs. Prates
